,investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
1924,INV003267,2024-01-31,148567,SIP,2768,Rajasthan,Udaipur,B30,36-45,Male,29.9,Cheque,Pending
1925,INV002197,2024-01-31,102885,SIP,2133,Delhi,Noida,T30,18-25,Male,6.3,Mandate,Verified
1926,INV002072,2024-01-31,125498,SIP,26034,Punjab,Chandigarh,T30,26-35,Female,15.2,Cheque,Verified
1927,INV002921,2024-01-31,149323,Lumpsum,212759,Punjab,Amritsar,B30,18-25,Female,5.4,Mandate,Verified
1928,INV000737,2024-01-31,101208,SIP,52555,Madhya Pradesh,Indore,T30,26-35,Female,10.0,Cheque,Verified
1929,INV003911,2024-01-31,101206,SIP,2070,Telangana,Hyderabad,T30,36-45,Male,21.5,UPI,Verified
1930,INV000813,2024-01-31,119094,Redemption,205654,Telangana,Hyderabad,T30,46-55,Male,38.7,Mandate,Verified
1931,INV000624,2024-01-31,119093,SIP,595,West Bengal,Kolkata,T30,56+,Male,79.6,Cheque,Verified
1932,INV002574,2024-01-31,119598,SIP,4100,Maharashtra,Nashik,B30,26-35,Male,11.1,Mandate,Pending
1933,INV000880,2024-01-31,102886,SIP,2037,Madhya Pradesh,Indore,T30,26-35,Male,18.4,Cheque,Verified
1934,INV004924,2024-01-31,119093,SIP,4588,Telangana,Hyderabad,T30,36-45,Male,16.1,Cheque,Verified
1935,INV000630,2024-01-31,118634,SIP,6920,Uttar Pradesh,Kanpur,B30,26-35,Male,18.9,Mandate,Verified
1936,INV003697,2024-01-31,149322,Redemption,163855,Maharashtra,Mumbai,T30,18-25,Male,6.3,Cheque,Verified
1937,INV001101,2024-01-31,119094,SIP,9453,Madhya Pradesh,Bhopal,B30,18-25,Male,5.3,Net Banking,Verified
1938,INV004984,2024-01-31,120843,SIP,2266,Uttar Pradesh,Agra,B30,46-55,Female,78.8,Cheque,Verified
1939,INV000234,2024-01-31,120504,SIP,1114,Tamil Nadu,Coimbatore,B30,26-35,Male,23.8,Cheque,Verified
1940,INV003619,2024-01-31,120507,Lumpsum,341208,West Bengal,Kolkata,T30,18-25,Female,3.3,UPI,Verified
1941,INV004767,2024-01-31,120843,SIP,2398,Uttar Pradesh,Kanpur,B30,26-35,Female,12.7,Mandate,Verified
1942,INV000421,2024-01-31,118635,Lumpsum,451433,Tamil Nadu,Chennai,T30,36-45,Male,31.9,UPI,Verified
1943,INV001391,2024-01-31,120506,Lumpsum,495807,Madhya Pradesh,Bhopal,B30,36-45,Male,18.5,UPI,Verified
1944,INV000966,2024-01-31,118634,Lumpsum,120484,Telangana,Hyderabad,T30,26-35,Male,22.8,UPI,Verified
1945,INV004813,2024-01-31,120842,SIP,4494,West Bengal,Kolkata,T30,26-35,Male,13.9,Cheque,Verified
1946,INV004066,2024-01-31,125498,SIP,2905,Gujarat,Surat,T30,46-55,Male,30.8,Mandate,Verified
1947,INV004701,2024-01-31,148568,SIP,3581,Haryana,Gurugram,T30,26-35,Male,7.3,Mandate,Verified
1948,INV002208,2024-01-31,120843,SIP,3484,Punjab,Chandigarh,T30,56+,Male,61.1,Cheque,Verified
1949,INV000589,2024-02-01,119599,SIP,11906,Uttar Pradesh,Kanpur,B30,18-25,Female,6.3,Net Banking,Verified
1950,INV001507,2024-02-01,125498,SIP,1822,Uttar Pradesh,Lucknow,T30,26-35,Male,20.4,Cheque,Pending
1951,INV002138,2024-02-01,119599,SIP,6730,Karnataka,Bangalore,T30,46-55,Female,78.2,UPI,Verified
1952,INV000389,2024-02-01,119120,SIP,2409,Delhi,Gurugram,T30,46-55,Male,50.2,UPI,Verified
1953,INV003236,2024-02-01,118632,Redemption,296013,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,UPI,Verified
1954,INV004459,2024-02-01,125498,Lumpsum,420407,Maharashtra,Pune,T30,26-35,Female,9.2,Mandate,Verified
1955,INV002072,2024-02-01,120841,SIP,21222,Punjab,Chandigarh,T30,26-35,Female,15.2,Cheque,Verified
1956,INV001036,2024-02-01,101206,Lumpsum,561967,Punjab,Chandigarh,T30,46-55,Female,40.5,Cheque,Verified
1957,INV001535,2024-02-01,118634,SIP,5331,Rajasthan,Udaipur,B30,56+,Male,74.1,UPI,Verified
1958,INV000266,2024-02-01,118635,SIP,973,Madhya Pradesh,Indore,T30,56+,Male,67.6,Cheque,Verified
1959,INV002628,2024-02-01,120507,SIP,1172,Uttar Pradesh,Agra,B30,26-35,Male,16.4,UPI,Verified
1960,INV001550,2024-02-01,148569,SIP,42078,Punjab,Chandigarh,T30,18-25,Male,4.1,UPI,Verified
1961,INV002582,2024-02-01,118634,SIP,7073,Telangana,Hyderabad,T30,26-35,Female,11.1,Net Banking,Verified
1962,INV002490,2024-02-01,148568,Redemption,427823,Gujarat,Surat,T30,36-45,Female,28.1,UPI,Verified
1963,INV004092,2024-02-01,120504,Lumpsum,270219,Maharashtra,Nashik,B30,18-25,Female,4.4,UPI,Verified
1964,INV003794,2024-02-01,120507,Lumpsum,451815,Gujarat,Ahmedabad,T30,26-35,Male,22.1,Cheque,Pending
1965,INV003496,2024-02-01,119599,Lumpsum,452792,Telangana,Hyderabad,T30,26-35,Male,14.9,Mandate,Verified
1966,INV002400,2024-02-01,120841,SIP,594,Punjab,Chandigarh,T30,36-45,Male,15.5,Net Banking,Verified
1967,INV001458,2024-02-01,118633,SIP,21961,Tamil Nadu,Coimbatore,B30,46-55,Male,34.9,UPI,Verified
1968,INV000596,2024-02-01,125497,SIP,54541,Madhya Pradesh,Indore,T30,56+,Male,21.3,Net Banking,Verified
1969,INV001580,2024-02-01,102886,Lumpsum,154762,Punjab,Chandigarh,T30,26-35,Male,18.7,Mandate,Pending
1970,INV003711,2024-02-01,120844,SIP,44854,Telangana,Hyderabad,T30,36-45,Female,13.1,Cheque,Verified
1971,INV001833,2024-02-01,101208,SIP,2589,Karnataka,Bangalore,T30,36-45,Female,28.4,Net Banking,Verified
1972,INV003158,2024-02-01,119092,SIP,5733,Karnataka,Mysore,B30,26-35,Male,21.1,Mandate,Verified
1973,INV002386,2024-02-01,120504,SIP,3282,Rajasthan,Jaipur,T30,26-35,Female,19.8,UPI,Verified
1974,INV000297,2024-02-01,100033,SIP,8917,Gujarat,Ahmedabad,T30,26-35,Male,13.0,Cheque,Verified
1975,INV001387,2024-02-01,119598,SIP,2220,Tamil Nadu,Chennai,T30,36-45,Male,37.4,Mandate,Verified
1976,INV002894,2024-02-01,119095,Lumpsum,540393,Delhi,Noida,T30,26-35,Male,10.4,Cheque,Verified
1977,INV000378,2024-02-01,149323,SIP,4462,Madhya Pradesh,Bhopal,B30,26-35,Male,8.7,Net Banking,Verified
1978,INV003212,2024-02-01,125498,Lumpsum,305019,West Bengal,Kolkata,T30,26-35,Male,17.2,Cheque,Verified
1979,INV000685,2024-02-01,119095,Redemption,429533,Karnataka,Bangalore,T30,18-25,Male,4.0,UPI,Verified
1980,INV002940,2024-02-01,119094,SIP,3156,Haryana,Faridabad,B30,26-35,Male,18.3,UPI,Verified
1981,INV004735,2024-02-01,118633,SIP,16264,Uttar Pradesh,Kanpur,B30,36-45,Male,19.2,Net Banking,Verified
1982,INV002158,2024-02-01,119092,Redemption,333857,Madhya Pradesh,Indore,T30,26-35,Male,14.5,Mandate,Verified
1983,INV001320,2024-02-01,119095,Redemption,481700,Punjab,Amritsar,B30,36-45,Male,31.8,Net Banking,Verified
1984,INV000304,2024-02-01,149324,SIP,10276,West Bengal,Kolkata,T30,36-45,Male,25.6,UPI,Verified
1985,INV000781,2024-02-01,101208,SIP,16267,Delhi,Gurugram,T30,26-35,Male,6.8,UPI,Pending
1986,INV000653,2024-02-01,101206,SIP,23162,Uttar Pradesh,Kanpur,B30,26-35,Female,18.6,Cheque,Verified
1987,INV003403,2024-02-01,100016,SIP,4799,Madhya Pradesh,Bhopal,B30,18-25,Male,6.3,Mandate,Verified
1988,INV003376,2024-02-01,120506,Lumpsum,449615,Delhi,New Delhi,T30,36-45,Male,44.4,Net Banking,Verified
1989,INV003063,2024-02-01,120505,SIP,5953,Maharashtra,Mumbai,T30,36-45,Female,45.0,Cheque,Verified
1990,INV001635,2024-02-01,101208,Lumpsum,449591,Tamil Nadu,Chennai,T30,26-35,Male,18.6,Net Banking,Verified
1991,INV001721,2024-02-01,120506,Redemption,318799,Punjab,Amritsar,B30,26-35,Male,10.8,Mandate,Verified
1992,INV004813,2024-02-01,102886,Lumpsum,247678,West Bengal,Kolkata,T30,26-35,Male,13.9,Mandate,Verified
1993,INV000925,2024-02-01,119094,Redemption,353709,Karnataka,Mysore,B30,18-25,Male,3.6,UPI,Verified
1994,INV000374,2024-02-01,120503,SIP,56072,West Bengal,Kolkata,T30,18-25,Female,4.1,UPI,Verified
1995,INV000652,2024-02-01,101207,Lumpsum,111379,Delhi,Gurugram,T30,26-35,Male,8.0,Cheque,Pending
1996,INV002197,2024-02-01,148568,SIP,2486,Delhi,Noida,T30,18-25,Male,6.3,Cheque,Verified
1997,INV003187,2024-02-01,102887,SIP,3573,Haryana,Faridabad,B30,26-35,Female,21.5,Cheque,Verified
1998,INV001367,2024-02-01,120843,SIP,13374,Maharashtra,Nashik,B30,36-45,Male,32.2,Cheque,Verified
1999,INV004135,2024-02-01,125498,SIP,2356,Tamil Nadu,Coimbatore,B30,26-35,Female,18.7,Net Banking,Verified
2000,INV002207,2024-02-01,118636,SIP,503,Madhya Pradesh,Indore,T30,26-35,Female,6.6,Net Banking,Verified
2001,INV003146,2024-02-01,118632,SIP,2243,Rajasthan,Udaipur,B30,26-35,Male,20.2,Net Banking,Verified
2002,INV001773,2024-02-01,101207,SIP,421,Punjab,Chandigarh,T30,26-35,Male,21.4,Cheque,Verified
2003,INV004367,2024-02-01,100033,Lumpsum,75474,Karnataka,Mysore,B30,26-35,Female,8.3,Cheque,Verified
2004,INV002909,2024-02-01,148567,SIP,26597,Rajasthan,Udaipur,B30,36-45,Male,44.1,Net Banking,Verified
2005,INV002531,2024-02-01,102885,SIP,11601,Rajasthan,Udaipur,B30,36-45,Female,50.4,Cheque,Verified
2006,INV003780,2024-02-01,120507,SIP,4775,Haryana,Faridabad,B30,26-35,Male,10.1,UPI,Verified
2007,INV003945,2024-02-01,118635,SIP,51122,Gujarat,Ahmedabad,T30,46-55,Female,48.3,Cheque,Verified
2008,INV001021,2024-02-01,148567,Lumpsum,85032,Maharashtra,Mumbai,T30,56+,Male,50.5,Cheque,Verified
2009,INV001701,2024-02-01,119094,Lumpsum,364218,Karnataka,Mysore,B30,26-35,Female,24.4,Net Banking,Verified
2010,INV000604,2024-02-01,101208,SIP,12069,Karnataka,Bangalore,T30,26-35,Male,9.5,UPI,Verified
2011,INV002889,2024-02-01,120505,Redemption,219826,West Bengal,Kolkata,T30,26-35,Male,12.6,Mandate,Verified
2012,INV001827,2024-02-01,119552,SIP,58642,Haryana,Faridabad,B30,36-45,Female,54.3,Mandate,Verified
2013,INV004994,2024-02-01,119598,Lumpsum,356045,Delhi,New Delhi,T30,36-45,Male,31.9,Net Banking,Verified
2014,INV000312,2024-02-02,119093,SIP,1633,Gujarat,Ahmedabad,T30,18-25,Male,7.1,Cheque,Verified
2015,INV004032,2024-02-02,100016,Redemption,161670,West Bengal,Kolkata,T30,46-55,Male,55.5,UPI,Verified
2016,INV002042,2024-02-02,148568,Lumpsum,19162,Tamil Nadu,Chennai,T30,26-35,Female,10.0,Mandate,Verified
2017,INV004045,2024-02-02,125498,SIP,6379,Madhya Pradesh,Indore,T30,18-25,Male,4.2,Mandate,Verified
2018,INV000115,2024-02-02,118633,SIP,15279,Tamil Nadu,Coimbatore,B30,36-45,Male,16.6,Cheque,Verified
2019,INV002039,2024-02-02,100016,SIP,28049,Madhya Pradesh,Bhopal,B30,46-55,Male,17.3,Mandate,Verified
2020,INV001670,2024-02-02,120504,Lumpsum,265943,West Bengal,Kolkata,T30,26-35,Male,16.5,UPI,Verified
2021,INV001965,2024-02-02,148568,Lumpsum,369985,Telangana,Hyderabad,T30,56+,Male,24.6,UPI,Verified
2022,INV000335,2024-02-02,149322,SIP,2817,Maharashtra,Mumbai,T30,26-35,Male,11.6,Net Banking,Verified
2023,INV000033,2024-02-02,100016,Lumpsum,482232,Delhi,New Delhi,T30,36-45,Female,12.4,UPI,Verified
2024,INV004978,2024-02-02,118634,Redemption,60144,Uttar Pradesh,Lucknow,T30,46-55,Male,34.3,Net Banking,Verified
2025,INV002691,2024-02-02,148567,SIP,439,Tamil Nadu,Coimbatore,B30,26-35,Female,20.6,Mandate,Verified
2026,INV000726,2024-02-02,119551,SIP,895,Punjab,Chandigarh,T30,26-35,Male,21.1,Mandate,Verified
2027,INV000491,2024-02-02,118636,SIP,472,Madhya Pradesh,Indore,T30,56+,Male,58.2,Net Banking,Verified
2028,INV003626,2024-02-02,120844,Lumpsum,369525,Madhya Pradesh,Indore,T30,26-35,Male,23.5,Net Banking,Verified
2029,INV003865,2024-02-02,102886,SIP,28552,Gujarat,Ahmedabad,T30,18-25,Female,3.3,Net Banking,Verified
2030,INV004273,2024-02-02,120844,SIP,29191,Haryana,Faridabad,B30,26-35,Male,17.5,Cheque,Verified
2031,INV000491,2024-02-02,119095,Redemption,343126,Madhya Pradesh,Indore,T30,56+,Male,58.2,Mandate,Verified
2032,INV004439,2024-02-02,119095,SIP,25252,Haryana,Faridabad,B30,26-35,Male,8.6,UPI,Verified
2033,INV004295,2024-02-02,120844,Lumpsum,410857,Karnataka,Bangalore,T30,36-45,Male,50.6,Mandate,Verified
2034,INV001279,2024-02-02,118632,SIP,1040,Karnataka,Bangalore,T30,46-55,Male,76.7,Mandate,Verified
2035,INV001625,2024-02-02,100016,Lumpsum,417147,Uttar Pradesh,Kanpur,B30,46-55,Female,78.2,UPI,Verified
2036,INV000822,2024-02-02,119552,SIP,48975,Punjab,Amritsar,B30,26-35,Male,9.2,Net Banking,Verified
2037,INV004125,2024-02-02,100033,SIP,17076,Gujarat,Surat,T30,26-35,Male,9.4,Cheque,Verified
2038,INV002343,2024-02-02,119598,SIP,1612,Punjab,Amritsar,B30,26-35,Male,22.1,Net Banking,Pending
2039,INV004191,2024-02-02,119552,Redemption,20497,Maharashtra,Nashik,B30,26-35,Female,19.5,UPI,Verified
2040,INV001236,2024-02-02,149323,SIP,17199,Telangana,Hyderabad,T30,46-55,Male,93.7,Cheque,Verified
2041,INV001980,2024-02-02,119092,SIP,436,Tamil Nadu,Chennai,T30,26-35,Female,21.1,Net Banking,Verified
2042,INV004125,2024-02-02,119599,SIP,1056,Gujarat,Surat,T30,26-35,Male,9.4,Net Banking,Verified
2043,INV002093,2024-02-02,119551,Lumpsum,408867,Punjab,Chandigarh,T30,26-35,Male,14.7,Cheque,Verified
2044,INV003406,2024-02-02,118634,SIP,16834,Madhya Pradesh,Bhopal,B30,26-35,Male,21.2,Cheque,Verified
2045,INV002753,2024-02-02,102887,SIP,27471,Uttar Pradesh,Lucknow,T30,26-35,Female,21.2,Cheque,Verified
2046,INV000085,2024-02-02,119120,SIP,1742,Gujarat,Surat,T30,26-35,Female,14.6,Net Banking,Verified
2047,INV001390,2024-02-02,120504,SIP,9626,Haryana,Gurugram,T30,26-35,Female,13.0,Cheque,Verified
2048,INV004585,2024-02-02,119092,Lumpsum,200913,Punjab,Amritsar,B30,18-25,Female,4.5,Mandate,Verified
2049,INV003189,2024-02-02,149324,SIP,2338,Tamil Nadu,Chennai,T30,36-45,Female,44.6,UPI,Verified
2050,INV000420,2024-02-02,119599,SIP,15774,Haryana,Gurugram,T30,26-35,Male,11.7,UPI,Verified
2051,INV001221,2024-02-02,102886,SIP,487,Delhi,New Delhi,T30,26-35,Female,22.4,Mandate,Verified
2052,INV002139,2024-02-02,149323,Lumpsum,436205,Haryana,Gurugram,T30,36-45,Female,28.6,Net Banking,Pending
2053,INV003407,2024-02-02,148569,Redemption,404789,West Bengal,Kolkata,T30,26-35,Male,6.7,Mandate,Verified
2054,INV000158,2024-02-02,100025,Redemption,477752,Madhya Pradesh,Bhopal,B30,36-45,Male,26.1,Net Banking,Verified
2055,INV003410,2024-02-02,125497,Lumpsum,213612,Madhya Pradesh,Indore,T30,26-35,Male,7.7,Net Banking,Verified
2056,INV000846,2024-02-02,101207,SIP,581,Rajasthan,Udaipur,B30,26-35,Female,21.7,UPI,Verified
2057,INV000394,2024-02-02,119552,SIP,6343,Maharashtra,Mumbai,T30,26-35,Male,12.2,UPI,Verified
2058,INV004947,2024-02-02,118635,SIP,27356,Telangana,Hyderabad,T30,26-35,Female,19.7,Net Banking,Verified
2059,INV004617,2024-02-02,119092,SIP,4686,Karnataka,Bangalore,T30,26-35,Male,22.1,Cheque,Pending
2060,INV001754,2024-02-02,149324,Lumpsum,461605,Maharashtra,Nashik,B30,46-55,Female,56.1,Cheque,Verified
2061,INV000551,2024-02-02,119599,Redemption,165830,Maharashtra,Nashik,B30,26-35,Female,13.2,UPI,Verified
2062,INV001702,2024-02-02,120505,SIP,406,Rajasthan,Udaipur,B30,26-35,Male,9.9,Cheque,Verified
2063,INV002088,2024-02-02,102885,SIP,12627,Rajasthan,Jaipur,T30,46-55,Female,43.7,UPI,Verified
2064,INV001978,2024-02-02,118634,Lumpsum,468442,Telangana,Hyderabad,T30,36-45,Male,15.5,Cheque,Verified
2065,INV000921,2024-02-02,120843,Redemption,51266,Rajasthan,Jaipur,T30,26-35,Male,14.6,Cheque,Verified
2066,INV001478,2024-02-02,118633,Lumpsum,175155,Maharashtra,Mumbai,T30,36-45,Male,24.2,Cheque,Verified
2067,INV004231,2024-02-02,120506,SIP,2067,West Bengal,Kolkata,T30,56+,Male,17.5,Mandate,Verified
2068,INV000954,2024-02-02,118634,Lumpsum,461329,Haryana,Faridabad,B30,26-35,Female,8.3,UPI,Verified
2069,INV004161,2024-02-02,119599,Redemption,212940,Telangana,Hyderabad,T30,46-55,Male,94.7,Net Banking,Verified
2070,INV004128,2024-02-02,119094,SIP,46742,Haryana,Faridabad,B30,18-25,Male,3.3,Cheque,Pending
2071,INV002794,2024-02-02,120843,Lumpsum,211129,Madhya Pradesh,Bhopal,B30,56+,Male,39.9,Net Banking,Verified
2072,INV003228,2024-02-02,118632,SIP,2452,Madhya Pradesh,Bhopal,B30,26-35,Male,20.0,Net Banking,Pending
2073,INV004363,2024-02-02,101206,SIP,22359,Delhi,Noida,T30,26-35,Male,20.5,Mandate,Verified
2074,INV001700,2024-02-02,120505,SIP,556,Maharashtra,Mumbai,T30,46-55,Male,88.3,Cheque,Verified
2075,INV000721,2024-02-02,120507,Lumpsum,60411,Maharashtra,Nashik,B30,36-45,Male,59.1,Net Banking,Verified
2076,INV001001,2024-02-02,120503,Redemption,400385,Madhya Pradesh,Indore,T30,26-35,Female,20.7,Cheque,Pending
2077,INV002240,2024-02-02,149324,SIP,2152,Haryana,Faridabad,B30,26-35,Male,24.7,Net Banking,Verified
2078,INV004791,2024-02-02,125497,SIP,8595,Telangana,Hyderabad,T30,18-25,Female,4.6,Cheque,Verified
2079,INV003097,2024-02-02,120841,SIP,4328,Punjab,Chandigarh,T30,26-35,Male,21.5,Net Banking,Verified
2080,INV004427,2024-02-02,125497,SIP,917,Punjab,Amritsar,B30,36-45,Female,54.2,Net Banking,Verified
2081,INV000414,2024-02-02,119092,SIP,11804,Tamil Nadu,Chennai,T30,36-45,Male,21.9,Cheque,Verified
2082,INV000167,2024-02-02,119598,SIP,8231,Gujarat,Ahmedabad,T30,56+,Male,55.3,Net Banking,Verified
2083,INV000468,2024-02-02,118633,SIP,3014,Uttar Pradesh,Agra,B30,36-45,Male,23.5,Mandate,Verified
2084,INV000372,2024-02-02,120841,Redemption,76003,Gujarat,Surat,T30,36-45,Male,12.4,Net Banking,Verified
2085,INV000654,2024-02-02,125498,Redemption,357098,Rajasthan,Udaipur,B30,18-25,Female,7.9,UPI,Verified
2086,INV004231,2024-02-02,119599,Lumpsum,51328,West Bengal,Kolkata,T30,56+,Male,17.5,UPI,Verified
2087,INV002643,2024-02-03,120506,SIP,1608,Telangana,Hyderabad,T30,36-45,Male,29.2,UPI,Verified
2088,INV002274,2024-02-03,120506,Lumpsum,330925,Tamil Nadu,Coimbatore,B30,18-25,Female,6.9,Cheque,Verified
2089,INV002483,2024-02-03,101206,SIP,2124,Delhi,New Delhi,T30,46-55,Female,60.8,Cheque,Verified
2090,INV004517,2024-02-03,148569,SIP,2235,West Bengal,Kolkata,T30,46-55,Female,68.5,Cheque,Verified
2091,INV000933,2024-02-03,148568,Redemption,193707,Rajasthan,Jaipur,T30,36-45,Female,14.9,Mandate,Verified
2092,INV001332,2024-02-03,148567,SIP,2415,Uttar Pradesh,Agra,B30,26-35,Female,19.9,Net Banking,Verified
2093,INV002350,2024-02-03,101206,Lumpsum,279794,Tamil Nadu,Chennai,T30,26-35,Male,23.0,Cheque,Verified
2094,INV001869,2024-02-03,125497,Lumpsum,253474,Uttar Pradesh,Lucknow,T30,46-55,Male,30.6,Net Banking,Verified
2095,INV004374,2024-02-03,125498,Redemption,472723,Maharashtra,Nashik,B30,36-45,Female,16.5,Cheque,Verified
2096,INV003146,2024-02-03,101207,SIP,470,Rajasthan,Udaipur,B30,26-35,Male,20.2,Mandate,Verified
2097,INV002130,2024-02-03,118635,Redemption,92351,Maharashtra,Pune,T30,46-55,Male,22.5,Cheque,Pending
2098,INV000565,2024-02-03,119552,SIP,5770,Uttar Pradesh,Agra,B30,26-35,Male,18.8,UPI,Verified
2099,INV004625,2024-02-03,102885,SIP,2388,Tamil Nadu,Coimbatore,B30,18-25,Male,6.6,Cheque,Verified
2100,INV001891,2024-02-03,102886,SIP,7442,West Bengal,Kolkata,T30,26-35,Male,22.2,Cheque,Pending
2101,INV003895,2024-02-03,119551,SIP,11482,Maharashtra,Nashik,B30,26-35,Male,14.2,Mandate,Verified
2102,INV001130,2024-02-03,119552,Redemption,364385,Rajasthan,Jaipur,T30,18-25,Female,3.2,Net Banking,Verified
2103,INV002157,2024-02-03,102885,SIP,8542,Punjab,Chandigarh,T30,26-35,Male,16.9,Mandate,Verified
2104,INV000407,2024-02-03,148568,SIP,2957,Tamil Nadu,Coimbatore,B30,36-45,Male,32.8,Cheque,Verified
2105,INV004587,2024-02-03,118634,Lumpsum,142643,Uttar Pradesh,Kanpur,B30,18-25,Male,4.0,Net Banking,Verified
2106,INV002260,2024-02-03,102885,SIP,14226,Telangana,Hyderabad,T30,26-35,Female,10.1,UPI,Verified
2107,INV002161,2024-02-03,148567,Lumpsum,98780,Maharashtra,Nashik,B30,26-35,Male,11.4,Cheque,Verified
2108,INV003106,2024-02-03,101207,Lumpsum,247118,Madhya Pradesh,Bhopal,B30,36-45,Male,57.7,Net Banking,Verified
2109,INV003793,2024-02-03,102887,SIP,11663,Delhi,New Delhi,T30,46-55,Male,94.3,Net Banking,Verified
2110,INV004524,2024-02-03,149323,SIP,2278,Gujarat,Surat,T30,18-25,Male,4.3,Net Banking,Verified
2111,INV001310,2024-02-03,119095,SIP,27954,Telangana,Hyderabad,T30,46-55,Male,83.6,Cheque,Verified
2112,INV003517,2024-02-03,119552,SIP,5201,Gujarat,Ahmedabad,T30,26-35,Male,16.6,UPI,Pending
2113,INV004840,2024-02-03,125497,Redemption,346543,Maharashtra,Pune,T30,18-25,Male,6.5,UPI,Verified
2114,INV001557,2024-02-03,125497,Lumpsum,291579,Haryana,Gurugram,T30,26-35,Female,10.5,Mandate,Verified
2115,INV004518,2024-02-03,102886,SIP,7874,Uttar Pradesh,Lucknow,T30,26-35,Female,24.4,Cheque,Verified
2116,INV000079,2024-02-03,102887,Lumpsum,300758,Gujarat,Surat,T30,26-35,Male,17.0,Mandate,Verified
2117,INV003889,2024-02-03,125498,SIP,5595,Rajasthan,Udaipur,B30,46-55,Male,42.6,Net Banking,Verified
2118,INV003320,2024-02-03,118632,Lumpsum,532796,Tamil Nadu,Coimbatore,B30,56+,Male,73.7,Cheque,Verified
2119,INV000539,2024-02-03,149323,SIP,2128,Haryana,Faridabad,B30,26-35,Female,13.4,Cheque,Verified
2120,INV000573,2024-02-03,120506,SIP,2252,Madhya Pradesh,Bhopal,B30,56+,Female,38.5,Cheque,Verified
2121,INV003499,2024-02-03,119598,SIP,14358,Karnataka,Mysore,B30,18-25,Male,4.7,Net Banking,Verified
2122,INV000920,2024-02-03,119598,SIP,48288,Delhi,Gurugram,T30,56+,Male,19.8,Mandate,Verified
2123,INV000460,2024-02-03,119094,Redemption,415677,Delhi,Noida,T30,36-45,Male,47.1,UPI,Verified
2124,INV000825,2024-02-03,149323,SIP,11062,Madhya Pradesh,Bhopal,B30,18-25,Female,5.5,Cheque,Pending
2125,INV004112,2024-02-03,148569,SIP,8494,Madhya Pradesh,Bhopal,B30,46-55,Male,30.0,Net Banking,Pending
2126,INV000278,2024-02-03,100025,Redemption,6023,Rajasthan,Jaipur,T30,26-35,Male,22.1,Net Banking,Verified
2127,INV002113,2024-02-03,120504,SIP,5258,Maharashtra,Nashik,B30,26-35,Male,21.6,UPI,Verified
2128,INV002385,2024-02-03,120503,SIP,2274,Punjab,Chandigarh,T30,26-35,Male,21.9,UPI,Verified
2129,INV001771,2024-02-03,120506,Lumpsum,463925,Gujarat,Surat,T30,46-55,Male,85.9,Cheque,Verified
2130,INV003495,2024-02-03,148567,SIP,23833,West Bengal,Kolkata,T30,26-35,Female,22.9,Net Banking,Verified
2131,INV000733,2024-02-03,101208,Lumpsum,478815,Uttar Pradesh,Lucknow,T30,18-25,Male,3.9,Net Banking,Verified
2132,INV003455,2024-02-03,118633,Redemption,338431,Tamil Nadu,Coimbatore,B30,46-55,Male,40.2,UPI,Verified
2133,INV002635,2024-02-03,120843,Lumpsum,43368,Telangana,Hyderabad,T30,18-25,Male,3.8,Mandate,Verified
2134,INV004058,2024-02-03,118635,SIP,23831,Tamil Nadu,Chennai,T30,26-35,Male,22.5,Mandate,Verified
2135,INV003880,2024-02-03,119552,SIP,4917,Gujarat,Surat,T30,26-35,Male,9.6,Net Banking,Verified
2136,INV002834,2024-02-03,120844,SIP,4448,West Bengal,Kolkata,T30,18-25,Male,6.9,Cheque,Verified
2137,INV002495,2024-02-03,101206,Lumpsum,13563,Maharashtra,Nashik,B30,26-35,Male,6.6,Net Banking,Verified
2138,INV001314,2024-02-03,102885,SIP,8447,Gujarat,Ahmedabad,T30,26-35,Female,19.2,UPI,Verified
2139,INV004114,2024-02-03,119551,Redemption,20109,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Net Banking,Verified
2140,INV001304,2024-02-03,119095,Lumpsum,110502,Gujarat,Ahmedabad,T30,26-35,Male,21.8,UPI,Verified
2141,INV004015,2024-02-03,120844,SIP,2379,Maharashtra,Mumbai,T30,18-25,Female,7.6,Mandate,Verified
2142,INV001783,2024-02-03,119094,Lumpsum,51068,Madhya Pradesh,Bhopal,B30,36-45,Female,52.6,Mandate,Verified
2143,INV001673,2024-02-03,119093,SIP,2211,West Bengal,Kolkata,T30,26-35,Male,23.0,Cheque,Verified
2144,INV004741,2024-02-03,120503,Redemption,372563,Telangana,Hyderabad,T30,26-35,Female,24.9,Cheque,Verified
2145,INV002935,2024-02-03,148569,Lumpsum,50123,Madhya Pradesh,Indore,T30,18-25,Male,5.6,Net Banking,Verified
2146,INV003553,2024-02-03,120503,SIP,8665,Punjab,Amritsar,B30,36-45,Male,33.0,UPI,Verified
2147,INV003439,2024-02-03,101208,SIP,20476,West Bengal,Kolkata,T30,18-25,Female,3.9,Net Banking,Verified
2148,INV003521,2024-02-03,119095,Lumpsum,248840,Rajasthan,Jaipur,T30,46-55,Male,95.4,Cheque,Verified
2149,INV002459,2024-02-03,119094,SIP,2795,Rajasthan,Udaipur,B30,18-25,Female,5.2,UPI,Pending
