investor_id,gap_days,status
INV000961,151.66666666666666,At-Risk
INV000962,86.0,At-Risk
INV000963,138.0,At-Risk
INV000964,59.0,At-Risk
INV000965,,Healthy
INV000966,119.0,At-Risk
INV000967,47.0,At-Risk
INV000968,302.0,At-Risk
INV000969,88.33333333333333,At-Risk
INV000970,41.0,At-Risk
INV000971,46.833333333333336,At-Risk
INV000972,62.0,At-Risk
INV000974,73.5,At-Risk
INV000975,,Healthy
INV000977,48.77777777777778,At-Risk
INV000978,93.66666666666667,At-Risk
INV000979,79.8,At-Risk
INV000980,44.42857142857143,At-Risk
INV000981,50.4,At-Risk
INV000982,42.0,At-Risk
INV000983,94.33333333333333,At-Risk
INV000984,89.33333333333333,At-Risk
INV000985,149.5,At-Risk
INV000986,60.833333333333336,At-Risk
INV000987,132.0,At-Risk
INV000988,,Healthy
INV000989,249.0,At-Risk
INV000990,133.0,At-Risk
INV000991,,Healthy
INV000992,138.66666666666666,At-Risk
INV000993,,Healthy
INV000994,63.8,At-Risk
INV000995,18.0,Healthy
INV000997,85.0,At-Risk
INV000998,52.666666666666664,At-Risk
INV000999,66.75,At-Risk
INV001001,60.285714285714285,At-Risk
INV001002,41.666666666666664,At-Risk
INV001003,138.0,At-Risk
INV001004,93.0,At-Risk
INV001005,93.6,At-Risk
INV001006,58.0,At-Risk
INV001007,,Healthy
INV001008,64.66666666666667,At-Risk
INV001009,120.0,At-Risk
INV001010,,Healthy
INV001011,241.5,At-Risk
INV001012,40.5,At-Risk
INV001013,96.8,At-Risk
INV001014,151.0,At-Risk
INV001015,85.0,At-Risk
INV001016,170.0,At-Risk
INV001017,67.0,At-Risk
INV001019,44.875,At-Risk
INV001020,54.0,At-Risk
INV001021,68.66666666666667,At-Risk
INV001023,72.42857142857143,At-Risk
INV001024,179.5,At-Risk
INV001025,38.8,At-Risk
INV001026,69.4,At-Risk
INV001027,77.25,At-Risk
INV001028,85.33333333333333,At-Risk
INV001029,69.5,At-Risk
INV001030,,Healthy
INV001031,114.0,At-Risk
INV001032,,Healthy
INV001033,,Healthy
INV001034,100.0,At-Risk
INV001035,,Healthy
INV001036,164.0,At-Risk
INV001037,42.0,At-Risk
INV001038,113.0,At-Risk
INV001039,66.2,At-Risk
INV001040,132.0,At-Risk
INV001041,83.0,At-Risk
INV001042,117.5,At-Risk
INV001043,124.25,At-Risk
INV001044,117.0,At-Risk
INV001045,69.75,At-Risk
INV001046,36.0,At-Risk
INV001047,66.16666666666667,At-Risk
INV001048,47.0,At-Risk
INV001049,136.0,At-Risk
INV001050,130.33333333333334,At-Risk
INV001051,54.142857142857146,At-Risk
INV001052,285.0,At-Risk
INV001053,55.857142857142854,At-Risk
INV001054,183.0,At-Risk
INV001055,93.2,At-Risk
INV001056,,Healthy
INV001057,228.0,At-Risk
INV001058,61.333333333333336,At-Risk
INV001059,207.0,At-Risk
INV001060,53.375,At-Risk
INV001061,51.125,At-Risk
INV001062,101.5,At-Risk
INV001063,43.285714285714285,At-Risk
INV001064,59.5,At-Risk
INV001065,116.0,At-Risk
INV001066,32.0,Healthy
INV001067,187.5,At-Risk
INV001068,102.66666666666667,At-Risk
INV001069,41.285714285714285,At-Risk
INV001070,97.0,At-Risk
INV001071,23.0,Healthy
INV001072,128.0,At-Risk
INV001073,7.0,Healthy
INV001074,68.75,At-Risk
INV001075,76.5,At-Risk
INV001076,298.0,At-Risk
INV001077,112.5,At-Risk
INV001079,111.5,At-Risk
INV001080,37.0,At-Risk
INV001081,395.0,At-Risk
INV001082,113.66666666666667,At-Risk
INV001083,70.0,At-Risk
INV001084,,Healthy
INV001085,155.0,At-Risk
INV001086,112.0,At-Risk
INV001087,95.25,At-Risk
INV001088,72.33333333333333,At-Risk
INV001089,,Healthy
INV001090,,Healthy
INV001091,101.66666666666667,At-Risk
INV001092,77.33333333333333,At-Risk
INV001093,52.333333333333336,At-Risk
INV001094,145.0,At-Risk
INV001095,244.0,At-Risk
INV001096,68.25,At-Risk
INV001099,26.142857142857142,Healthy
INV001100,,Healthy
INV001101,142.33333333333334,At-Risk
INV001102,55.333333333333336,At-Risk
INV001103,111.0,At-Risk
INV001104,,Healthy
INV001105,,Healthy
INV001106,237.5,At-Risk
INV001107,46.0,At-Risk
INV001108,144.0,At-Risk
INV001109,87.0,At-Risk
INV001110,147.0,At-Risk
INV001111,101.5,At-Risk
INV001112,50.0,At-Risk
INV001113,46.666666666666664,At-Risk
INV001114,406.0,At-Risk
INV001115,81.4,At-Risk
INV001116,58.125,At-Risk
INV001117,61.714285714285715,At-Risk
INV001118,124.33333333333333,At-Risk
INV001119,327.0,At-Risk
INV001120,72.0,At-Risk
INV001121,134.5,At-Risk
INV001122,309.0,At-Risk
INV001123,107.0,At-Risk
INV001124,89.0,At-Risk
INV001126,23.0,Healthy
INV001127,189.0,At-Risk
INV001128,72.0,At-Risk
INV001129,,Healthy
INV001130,76.83333333333333,At-Risk
INV001131,156.66666666666666,At-Risk
INV001132,,Healthy
INV001133,69.33333333333333,At-Risk
INV001134,,Healthy
INV001136,58.0,At-Risk
INV001137,57.0,At-Risk
INV001138,134.66666666666666,At-Risk
INV001139,325.0,At-Risk
INV001140,60.4,At-Risk
INV001141,97.6,At-Risk
INV001142,42.833333333333336,At-Risk
INV001143,85.0,At-Risk
INV001144,125.5,At-Risk
INV001145,23.0,Healthy
INV001146,,Healthy
INV001148,85.0,At-Risk
INV001149,146.5,At-Risk
INV001150,131.5,At-Risk
INV001151,205.5,At-Risk
INV001152,77.66666666666667,At-Risk
INV001153,,Healthy
INV001154,165.66666666666666,At-Risk
INV001155,89.5,At-Risk
INV001156,102.4,At-Risk
INV001157,76.25,At-Risk
INV001158,224.0,At-Risk
INV001159,,Healthy
INV001160,57.57142857142857,At-Risk
INV001161,80.6,At-Risk
INV001163,67.33333333333333,At-Risk
INV001164,202.0,At-Risk
INV001165,55.5,At-Risk
INV001166,108.0,At-Risk
INV001167,96.2,At-Risk
INV001168,83.25,At-Risk
INV001169,226.0,At-Risk
INV001170,68.2,At-Risk
INV001171,92.0,At-Risk
INV001172,107.0,At-Risk
INV001173,67.0,At-Risk
INV001174,221.0,At-Risk
INV001175,79.75,At-Risk
INV001176,81.0,At-Risk
INV001177,,Healthy
INV001178,79.66666666666667,At-Risk
INV001179,,Healthy
INV001180,74.4,At-Risk
INV001181,67.42857142857143,At-Risk
INV001182,10.0,Healthy
INV001183,62.25,At-Risk
INV001184,,Healthy
INV001185,79.75,At-Risk
INV001186,78.0,At-Risk
INV001187,,Healthy
INV001188,,Healthy
INV001189,60.0,At-Risk
INV001190,97.0,At-Risk
INV001191,48.0,At-Risk
INV001192,77.66666666666667,At-Risk
INV001193,54.333333333333336,At-Risk
INV001194,84.5,At-Risk
INV001195,53.42857142857143,At-Risk
INV001196,92.2,At-Risk
INV001197,121.0,At-Risk
INV001198,114.5,At-Risk
INV001199,143.0,At-Risk
INV001200,354.0,At-Risk
INV001201,,Healthy
INV001202,58.0,At-Risk
INV001203,225.0,At-Risk
INV001204,158.5,At-Risk
INV001205,,Healthy
INV001206,83.6,At-Risk
INV001207,65.25,At-Risk
INV001208,51.833333333333336,At-Risk
INV001209,45.0,At-Risk
INV001210,36.875,At-Risk
INV001211,,Healthy
INV001212,79.0,At-Risk
INV001213,201.0,At-Risk
INV001214,,Healthy
INV001215,160.0,At-Risk
INV001216,362.0,At-Risk
INV001217,60.142857142857146,At-Risk
INV001218,98.0,At-Risk
INV001219,50.857142857142854,At-Risk
INV001220,77.16666666666667,At-Risk
INV001221,113.0,At-Risk
INV001222,85.75,At-Risk
INV001223,70.83333333333333,At-Risk
INV001224,40.0,At-Risk
INV001225,164.0,At-Risk
INV001226,,Healthy
INV001227,66.33333333333333,At-Risk
INV001228,95.5,At-Risk
INV001229,103.0,At-Risk
INV001230,44.333333333333336,At-Risk
INV001231,,Healthy
INV001232,146.33333333333334,At-Risk
INV001233,98.0,At-Risk
INV001234,60.57142857142857,At-Risk
INV001235,59.0,At-Risk
INV001236,146.66666666666666,At-Risk
INV001237,98.0,At-Risk
INV001238,68.5,At-Risk
INV001239,,Healthy
INV001240,,Healthy
INV001241,41.333333333333336,At-Risk
INV001242,69.8,At-Risk
INV001243,,Healthy
INV001244,42.75,At-Risk
INV001245,,Healthy
INV001246,184.0,At-Risk
INV001247,61.0,At-Risk
INV001248,,Healthy
INV001249,119.33333333333333,At-Risk
INV001250,353.0,At-Risk
INV001251,82.0,At-Risk
INV001254,124.0,At-Risk
INV001255,118.0,At-Risk
INV001256,195.5,At-Risk
INV001257,108.25,At-Risk
INV001258,58.0,At-Risk
INV001259,115.25,At-Risk
INV001260,89.5,At-Risk
INV001261,61.0,At-Risk
INV001262,44.833333333333336,At-Risk
INV001263,139.0,At-Risk
INV001264,78.5,At-Risk
INV001265,79.75,At-Risk
INV001266,,Healthy
INV001267,293.0,At-Risk
INV001269,97.5,At-Risk
INV001270,,Healthy
INV001271,107.33333333333333,At-Risk
INV001273,146.66666666666666,At-Risk
INV001274,73.33333333333333,At-Risk
INV001275,66.66666666666667,At-Risk
INV001276,158.0,At-Risk
INV001277,420.0,At-Risk
INV001279,160.33333333333334,At-Risk
INV001280,8.0,Healthy
INV001281,148.0,At-Risk
INV001282,67.0,At-Risk
INV001284,73.5,At-Risk
INV001285,,Healthy
INV001286,20.0,Healthy
INV001287,92.2,At-Risk
INV001288,45.666666666666664,At-Risk
INV001289,171.0,At-Risk
INV001290,294.0,At-Risk
INV001291,76.2,At-Risk
INV001292,116.0,At-Risk
INV001294,,Healthy
INV001295,50.75,At-Risk
INV001296,,Healthy
INV001297,247.0,At-Risk
INV001298,71.83333333333333,At-Risk
INV001299,51.25,At-Risk
INV001300,98.0,At-Risk
INV001301,,Healthy
INV001302,,Healthy
INV001304,97.6,At-Risk
INV001305,42.0,At-Risk
INV001306,92.0,At-Risk
INV001307,304.0,At-Risk
INV001308,54.625,At-Risk
INV001309,,Healthy
INV001310,81.2,At-Risk
INV001311,151.33333333333334,At-Risk
INV001312,76.0,At-Risk
INV001313,,Healthy
INV001314,50.44444444444444,At-Risk
INV001315,51.833333333333336,At-Risk
INV001316,92.4,At-Risk
INV001317,84.8,At-Risk
INV001318,46.22222222222222,At-Risk
INV001319,45.333333333333336,At-Risk
INV001320,61.5,At-Risk
INV001321,81.5,At-Risk
INV001322,145.0,At-Risk
INV001323,,Healthy
INV001324,,Healthy
INV001325,165.0,At-Risk
INV001326,69.42857142857143,At-Risk
INV001327,,Healthy
INV001328,71.0,At-Risk
INV001329,68.2,At-Risk
INV001330,107.0,At-Risk
INV001331,94.2,At-Risk
INV001332,80.0,At-Risk
INV001333,78.66666666666667,At-Risk
INV001334,101.0,At-Risk
INV001335,,Healthy
INV001336,65.85714285714286,At-Risk
INV001337,81.33333333333333,At-Risk
INV001338,,Healthy
INV001339,,Healthy
INV001340,,Healthy
INV001341,155.0,At-Risk
INV001342,106.75,At-Risk
INV001343,93.33333333333333,At-Risk
INV001344,,Healthy
INV001345,117.0,At-Risk
INV001346,63.5,At-Risk
INV001347,265.0,At-Risk
INV001348,47.833333333333336,At-Risk
INV001349,,Healthy
INV001350,411.0,At-Risk
INV001351,70.5,At-Risk
INV001352,23.333333333333332,Healthy
INV001353,73.0,At-Risk
INV001354,131.33333333333334,At-Risk
INV001355,60.2,At-Risk
INV001356,79.2,At-Risk
INV001357,53.333333333333336,At-Risk
INV001358,,Healthy
INV001359,72.5,At-Risk
INV001360,,Healthy
INV001361,50.5,At-Risk
INV001362,29.5,Healthy
INV001363,76.0,At-Risk
INV001365,50.5,At-Risk
INV001366,88.25,At-Risk
INV001367,99.0,At-Risk
INV001368,,Healthy
INV001369,106.0,At-Risk
INV001370,102.75,At-Risk
INV001371,,Healthy
INV001372,180.5,At-Risk
INV001373,154.0,At-Risk
INV001374,33.0,Healthy
INV001375,78.5,At-Risk
INV001376,78.66666666666667,At-Risk
INV001377,44.666666666666664,At-Risk
INV001378,,Healthy
INV001379,50.0,At-Risk
INV001380,,Healthy
INV001382,151.5,At-Risk
INV001383,56.142857142857146,At-Risk
INV001384,115.66666666666667,At-Risk
INV001385,236.5,At-Risk
INV001386,201.0,At-Risk
INV001387,57.25,At-Risk
INV001388,262.0,At-Risk
INV001389,,Healthy
INV001390,205.0,At-Risk
INV001391,87.33333333333333,At-Risk
INV001392,50.333333333333336,At-Risk
INV001393,208.0,At-Risk
INV001394,63.57142857142857,At-Risk
INV001395,130.66666666666666,At-Risk
INV001396,122.0,At-Risk
INV001397,117.25,At-Risk
INV001398,144.0,At-Risk
INV001399,71.33333333333333,At-Risk
INV001400,76.8,At-Risk
INV001401,68.6,At-Risk
INV001402,141.33333333333334,At-Risk
INV001403,,Healthy
INV001404,201.0,At-Risk
INV001405,130.33333333333334,At-Risk
INV001406,47.666666666666664,At-Risk
INV001407,45.2,At-Risk
INV001408,46.0,At-Risk
INV001409,48.5,At-Risk
INV001410,131.33333333333334,At-Risk
INV001411,114.0,At-Risk
INV001412,141.0,At-Risk
INV001413,80.0,At-Risk
INV001414,,Healthy
INV001415,68.14285714285714,At-Risk
INV001416,303.0,At-Risk
INV001417,,Healthy
INV001418,88.6,At-Risk
INV001419,85.8,At-Risk
INV001420,272.0,At-Risk
INV001421,108.75,At-Risk
INV001422,33.0,Healthy
INV001423,48.57142857142857,At-Risk
INV001424,155.0,At-Risk
INV001425,445.0,At-Risk
INV001426,,Healthy
INV001427,,Healthy
INV001428,79.4,At-Risk
INV001429,,Healthy
INV001430,,Healthy
INV001431,49.5,At-Risk
INV001432,71.4,At-Risk
INV001433,71.5,At-Risk
INV001434,80.6,At-Risk
INV001435,36.0,At-Risk
INV001436,37.0,At-Risk
INV001437,,Healthy
INV001438,,Healthy
INV001439,169.0,At-Risk
INV001440,226.0,At-Risk
INV001441,60.0,At-Risk
INV001442,57.125,At-Risk
INV001443,104.0,At-Risk
INV001444,54.0,At-Risk
INV001445,66.33333333333333,At-Risk
INV001446,139.0,At-Risk
INV001447,165.5,At-Risk
INV001448,96.0,At-Risk
INV001449,65.0,At-Risk
INV001450,71.0,At-Risk
INV001451,,Healthy
INV001452,40.5,At-Risk
INV001453,148.0,At-Risk
INV001454,73.0,At-Risk
INV001455,64.71428571428571,At-Risk
INV001456,104.75,At-Risk
INV001457,43.8,At-Risk
INV001458,59.833333333333336,At-Risk
INV001459,,Healthy
INV001460,77.0,At-Risk
INV001461,43.0,At-Risk
INV001462,80.0,At-Risk
INV001463,71.0,At-Risk
INV001464,,Healthy
INV001465,145.5,At-Risk
INV001466,44.6,At-Risk
INV001467,94.25,At-Risk
INV001468,6.0,Healthy
INV001469,,Healthy
INV001470,217.0,At-Risk
INV001472,79.0,At-Risk
INV001473,232.5,At-Risk
INV001474,,Healthy
INV001475,98.5,At-Risk
INV001476,134.66666666666666,At-Risk
INV001477,,Healthy
INV001478,159.33333333333334,At-Risk
INV001479,204.0,At-Risk
INV001480,95.66666666666667,At-Risk
INV001481,74.75,At-Risk
INV001482,80.6,At-Risk
INV001483,95.75,At-Risk
INV001484,18.0,Healthy
INV001485,55.0,At-Risk
INV001486,,Healthy
INV001487,91.0,At-Risk
INV001488,158.0,At-Risk
INV001489,114.0,At-Risk
INV001491,98.8,At-Risk
INV001492,154.5,At-Risk
INV001494,221.5,At-Risk
INV001495,16.0,Healthy
INV001496,94.5,At-Risk
INV001497,63.0,At-Risk
INV001498,,Healthy
INV001499,122.5,At-Risk
INV001500,107.5,At-Risk
INV001501,139.5,At-Risk
INV001502,,Healthy
INV001503,74.66666666666667,At-Risk
INV001504,54.25,At-Risk
INV001505,296.0,At-Risk
INV001506,119.0,At-Risk
INV001507,86.2,At-Risk
INV001508,205.5,At-Risk
INV001509,,Healthy
INV001510,66.83333333333333,At-Risk
INV001511,,Healthy
INV001512,104.5,At-Risk
INV001513,79.0,At-Risk
INV001514,51.833333333333336,At-Risk
INV001515,129.66666666666666,At-Risk
INV001516,56.8,At-Risk
INV001518,59.5,At-Risk
INV001519,77.0,At-Risk
INV001520,,Healthy
INV001521,88.0,At-Risk
INV001522,205.0,At-Risk
INV001524,95.25,At-Risk
INV001525,49.25,At-Risk
INV001526,50.4,At-Risk
INV001527,,Healthy
INV001528,120.0,At-Risk
INV001529,,Healthy
INV001530,64.66666666666667,At-Risk
INV001531,120.5,At-Risk
INV001532,56.833333333333336,At-Risk
INV001534,112.0,At-Risk
INV001535,226.0,At-Risk
INV001536,69.0,At-Risk
INV001537,85.0,At-Risk
INV001538,131.0,At-Risk
INV001539,306.0,At-Risk
INV001540,138.33333333333334,At-Risk
INV001542,63.0,At-Risk
INV001543,252.0,At-Risk
INV001544,106.5,At-Risk
INV001545,92.8,At-Risk
INV001547,72.16666666666667,At-Risk
INV001548,80.6,At-Risk
INV001549,50.0,At-Risk
INV001550,79.0,At-Risk
INV001551,61.8,At-Risk
INV001552,,Healthy
INV001553,100.0,At-Risk
INV001554,5.0,Healthy
INV001555,199.0,At-Risk
INV001556,128.0,At-Risk
INV001557,371.0,At-Risk
INV001558,76.25,At-Risk
INV001560,214.0,At-Risk
INV001561,110.33333333333333,At-Risk
INV001562,44.22222222222222,At-Risk
INV001563,,Healthy
INV001564,55.714285714285715,At-Risk
INV001566,153.0,At-Risk
INV001567,34.75,Healthy
INV001568,,Healthy
INV001569,83.4,At-Risk
INV001570,304.0,At-Risk
INV001571,,Healthy
INV001572,,Healthy
INV001573,43.25,At-Risk
INV001574,64.0,At-Risk
INV001575,111.66666666666667,At-Risk
INV001576,113.0,At-Risk
INV001577,,Healthy
INV001578,,Healthy
INV001579,75.0,At-Risk
INV001580,45.666666666666664,At-Risk
INV001581,,Healthy
INV001582,,Healthy
INV001583,91.0,At-Risk
INV001584,47.5,At-Risk
INV001585,56.6,At-Risk
INV001586,89.33333333333333,At-Risk
INV001587,65.0,At-Risk
INV001588,74.5,At-Risk
INV001589,,Healthy
INV001590,253.0,At-Risk
INV001591,69.0,At-Risk
INV001592,4.0,Healthy
INV001593,,Healthy
INV001594,122.0,At-Risk
INV001595,131.66666666666666,At-Risk
INV001596,,Healthy
INV001597,56.0,At-Risk
INV001598,98.5,At-Risk
INV001599,58.2,At-Risk
INV001600,260.0,At-Risk
INV001601,,Healthy
INV001602,93.8,At-Risk
INV001603,54.5,At-Risk
INV001604,72.0,At-Risk
INV001605,60.57142857142857,At-Risk
INV001606,67.66666666666667,At-Risk
INV001607,462.0,At-Risk
INV001608,69.25,At-Risk
INV001609,60.666666666666664,At-Risk
INV001611,70.25,At-Risk
INV001612,85.5,At-Risk
INV001613,,Healthy
INV001614,27.0,Healthy
INV001615,154.0,At-Risk
INV001616,53.0,At-Risk
INV001617,,Healthy
INV001618,85.0,At-Risk
INV001619,175.0,At-Risk
INV001620,77.33333333333333,At-Risk
INV001621,167.0,At-Risk
INV001622,196.0,At-Risk
INV001623,92.0,At-Risk
INV001624,38.333333333333336,At-Risk
INV001625,72.0,At-Risk
INV001626,244.0,At-Risk
INV001627,118.0,At-Risk
INV001628,51.714285714285715,At-Risk
INV001629,67.5,At-Risk
INV001630,79.5,At-Risk
INV001631,57.0,At-Risk
INV001633,,Healthy
INV001634,,Healthy
INV001635,200.0,At-Risk
INV001636,48.875,At-Risk
INV001637,,Healthy
INV001638,22.0,Healthy
INV001639,70.66666666666667,At-Risk
INV001640,21.0,Healthy
INV001641,88.4,At-Risk
INV001642,,Healthy
INV001643,86.25,At-Risk
INV001644,65.6,At-Risk
INV001645,67.6,At-Risk
INV001646,129.0,At-Risk
INV001648,72.5,At-Risk
INV001649,51.666666666666664,At-Risk
INV001650,123.0,At-Risk
INV001651,78.66666666666667,At-Risk
INV001652,99.33333333333333,At-Risk
INV001653,55.2,At-Risk
INV001654,56.0,At-Risk
INV001655,40.666666666666664,At-Risk
INV001656,59.857142857142854,At-Risk
INV001658,105.5,At-Risk
INV001659,41.0,At-Risk
INV001660,131.33333333333334,At-Risk
INV001661,195.5,At-Risk
INV001662,60.2,At-Risk
INV001663,74.25,At-Risk
INV001664,,Healthy
INV001665,116.5,At-Risk
INV001666,55.333333333333336,At-Risk
INV001667,,Healthy
INV001668,,Healthy
INV001669,14.5,Healthy
INV001670,102.33333333333333,At-Risk
INV001671,124.0,At-Risk
INV001672,34.0,Healthy
INV001673,49.3,At-Risk
INV001674,85.33333333333333,At-Risk
INV001676,,Healthy
INV001677,380.0,At-Risk
INV001678,,Healthy
INV001679,134.33333333333334,At-Risk
INV001680,58.875,At-Risk
INV001681,330.0,At-Risk
INV001682,,Healthy
INV001683,72.5,At-Risk
INV001684,153.0,At-Risk
INV001685,44.0,At-Risk
INV001686,,Healthy
INV001687,94.33333333333333,At-Risk
INV001688,181.0,At-Risk
INV001689,83.6,At-Risk
INV001690,81.16666666666667,At-Risk
INV001691,82.0,At-Risk
INV001692,34.0,Healthy
INV001693,156.0,At-Risk
INV001694,66.14285714285714,At-Risk
INV001695,42.75,At-Risk
INV001696,146.33333333333334,At-Risk
INV001697,62.5,At-Risk
INV001698,,Healthy
INV001699,83.2,At-Risk
INV001700,,Healthy
INV001701,110.0,At-Risk
INV001702,,Healthy
INV001703,,Healthy
INV001705,58.0,At-Risk
INV001706,94.0,At-Risk
INV001707,314.0,At-Risk
INV001708,171.0,At-Risk
INV001709,51.8,At-Risk
INV001710,,Healthy
INV001711,65.83333333333333,At-Risk
INV001712,66.6,At-Risk
INV001713,80.25,At-Risk
INV001714,133.0,At-Risk
INV001715,68.28571428571429,At-Risk
INV001716,75.66666666666667,At-Risk
INV001718,84.0,At-Risk
INV001719,103.5,At-Risk
INV001720,103.5,At-Risk
INV001721,139.33333333333334,At-Risk
INV001722,191.5,At-Risk
INV001723,22.5,Healthy
INV001724,69.66666666666667,At-Risk
INV001725,107.75,At-Risk
INV001726,,Healthy
INV001727,145.0,At-Risk
INV001728,50.57142857142857,At-Risk
INV001729,,Healthy
INV001730,17.0,Healthy
INV001731,310.0,At-Risk
INV001732,153.66666666666666,At-Risk
INV001733,,Healthy
INV001734,118.66666666666667,At-Risk
INV001735,118.5,At-Risk
INV001736,112.33333333333333,At-Risk
INV001737,56.833333333333336,At-Risk
INV001738,47.5,At-Risk
INV001739,52.5,At-Risk
INV001740,107.25,At-Risk
INV001741,89.4,At-Risk
INV001742,51.75,At-Risk
INV001743,36.0,At-Risk
INV001744,78.5,At-Risk
INV001745,170.0,At-Risk
INV001746,66.75,At-Risk
INV001747,115.0,At-Risk
INV001748,101.0,At-Risk
INV001749,,Healthy
INV001750,286.0,At-Risk
INV001751,45.333333333333336,At-Risk
INV001752,69.33333333333333,At-Risk
INV001753,42.8,At-Risk
INV001754,68.5,At-Risk
INV001757,55.57142857142857,At-Risk
INV001758,84.66666666666667,At-Risk
INV001759,49.55555555555556,At-Risk
INV001760,163.0,At-Risk
INV001761,,Healthy
INV001762,75.0,At-Risk
INV001763,131.5,At-Risk
INV001764,147.5,At-Risk
INV001765,124.66666666666667,At-Risk
INV001766,166.0,At-Risk
INV001768,2.0,Healthy
INV001769,98.0,At-Risk
INV001770,57.0,At-Risk
INV001771,,Healthy
INV001772,95.0,At-Risk
INV001773,53.75,At-Risk
INV001774,129.5,At-Risk
INV001775,29.142857142857142,Healthy
INV001776,,Healthy
INV001777,57.625,At-Risk
INV001778,63.57142857142857,At-Risk
INV001779,,Healthy
INV001780,,Healthy
INV001781,149.0,At-Risk
INV001782,55.333333333333336,At-Risk
INV001783,88.33333333333333,At-Risk
INV001784,95.0,At-Risk
INV001785,202.0,At-Risk
INV001786,,Healthy
INV001787,62.0,At-Risk
INV001788,50.0,At-Risk
INV001789,110.0,At-Risk
INV001790,133.66666666666666,At-Risk
INV001791,137.0,At-Risk
INV001792,73.0,At-Risk
INV001793,,Healthy
INV001794,70.75,At-Risk
INV001795,196.5,At-Risk
INV001796,34.0,Healthy
INV001797,79.66666666666667,At-Risk
INV001798,49.0,At-Risk
INV001799,88.33333333333333,At-Risk
INV001800,49.666666666666664,At-Risk
INV001801,85.75,At-Risk
INV001802,61.666666666666664,At-Risk
INV001803,59.0,At-Risk
INV001804,55.857142857142854,At-Risk
INV001805,57.333333333333336,At-Risk
INV001806,60.0,At-Risk
INV001809,95.6,At-Risk
INV001810,67.0,At-Risk
INV001811,54.25,At-Risk
INV001813,140.0,At-Risk
INV001814,99.0,At-Risk
INV001815,44.333333333333336,At-Risk
INV001816,51.0,At-Risk
INV001817,,Healthy
INV001818,,Healthy
INV001819,189.0,At-Risk
INV001820,135.0,At-Risk
INV001821,167.0,At-Risk
INV001822,19.8,Healthy
INV001823,58.142857142857146,At-Risk
INV001824,,Healthy
INV001825,88.0,At-Risk
INV001826,51.2,At-Risk
INV001827,118.75,At-Risk
INV001828,44.42857142857143,At-Risk
INV001829,106.66666666666667,At-Risk
INV001830,99.0,At-Risk
INV001831,72.8,At-Risk
INV001832,78.66666666666667,At-Risk
INV001833,62.75,At-Risk
INV001834,110.66666666666667,At-Risk
INV001835,55.5,At-Risk
INV001836,67.75,At-Risk
INV001837,62.833333333333336,At-Risk
INV001838,,Healthy
INV001839,201.0,At-Risk
INV001840,,Healthy
INV001841,56.2,At-Risk
INV001842,142.0,At-Risk
INV001843,113.66666666666667,At-Risk
INV001844,362.0,At-Risk
INV001845,207.0,At-Risk
INV001846,99.5,At-Risk
INV001847,219.0,At-Risk
INV001848,160.33333333333334,At-Risk
INV001849,136.66666666666666,At-Risk
INV001850,227.0,At-Risk
INV001851,109.66666666666667,At-Risk
INV001852,112.33333333333333,At-Risk
INV001853,47.42857142857143,At-Risk
INV001854,,Healthy
INV001855,159.0,At-Risk
INV001856,125.0,At-Risk
INV001857,150.33333333333334,At-Risk
INV001858,55.142857142857146,At-Risk
INV001859,196.0,At-Risk
INV001860,494.0,At-Risk
INV001861,51.25,At-Risk
INV001862,,Healthy
INV001863,3.0,Healthy
INV001865,63.5,At-Risk
INV001866,58.8,At-Risk
INV001867,143.33333333333334,At-Risk
INV001868,116.0,At-Risk
INV001869,,Healthy
INV001870,76.0,At-Risk
INV001871,55.0,At-Risk
INV001872,152.0,At-Risk
INV001873,68.5,At-Risk
INV001874,105.0,At-Risk
INV001875,49.0,At-Risk
INV001876,129.5,At-Risk
INV001877,82.25,At-Risk
INV001878,3.0,Healthy
INV001879,117.0,At-Risk
INV001880,60.75,At-Risk
INV001881,58.25,At-Risk
INV001882,110.5,At-Risk
INV001883,99.2,At-Risk
INV001885,71.2,At-Risk
INV001886,50.75,At-Risk
INV001887,234.0,At-Risk
INV001888,70.5,At-Risk
INV001890,102.6,At-Risk
INV001891,96.4,At-Risk
INV001892,174.5,At-Risk
INV001893,68.25,At-Risk
INV001895,,Healthy
INV001896,77.33333333333333,At-Risk
INV001897,81.5,At-Risk
INV001899,113.5,At-Risk
INV001900,75.0,At-Risk
INV001901,,Healthy
INV001902,,Healthy
INV001903,62.5,At-Risk
INV001904,,Healthy
INV001905,100.66666666666667,At-Risk
INV001906,97.0,At-Risk
INV001908,,Healthy
INV001909,62.142857142857146,At-Risk
INV001910,,Healthy
INV001911,45.0,At-Risk
INV001912,86.4,At-Risk
INV001913,67.33333333333333,At-Risk
INV001914,126.66666666666667,At-Risk
INV001915,228.0,At-Risk
INV001916,103.25,At-Risk
INV001917,88.5,At-Risk
INV001918,,Healthy
INV001919,,Healthy
INV001920,39.0,At-Risk
INV001921,68.57142857142857,At-Risk
INV001922,89.75,At-Risk
INV001923,80.66666666666667,At-Risk
INV001924,59.166666666666664,At-Risk
INV001925,,Healthy
INV001926,116.0,At-Risk
INV001927,58.8,At-Risk
INV001928,139.66666666666666,At-Risk
INV001929,66.2,At-Risk
INV001930,242.5,At-Risk
INV001931,,Healthy
INV001932,249.0,At-Risk
INV001933,107.75,At-Risk
INV001934,21.0,Healthy
INV001935,,Healthy
